DTXSID,scaffold_split,random_split
DTXSID4046107,val,train
DTXSID9046108,train,train
DTXSID4046109,val,train
DTXSID3046110,test,val
DTXSID3046112,val,val
DTXSID8046113,train,train
DTXSID3046114,train,val
DTXSID8046115,val,train
DTXSID3046116,train,test
DTXSID8046117,train,train
DTXSID3046118,test,test
DTXSID8046119,train,val
DTXSID7046120,test,train
DTXSID2046121,train,test
DTXSID7046122,val,val
DTXSID2046123,val,val
DTXSID7046126,val,train
DTXSID2046127,test,train
DTXSID7046128,val,train
DTXSID1046130,test,train
DTXSID6046131,train,train
DTXSID1046132,train,test
DTXSID6046133,val,train
DTXSID1046134,train,train
DTXSID6046135,train,train
DTXSID1046136,train,train
DTXSID6046137,val,test
DTXSID1046138,test,train
DTXSID6046139,train,train
DTXSID5046140,test,train
DTXSID5046142,val,train
DTXSID0046143,train,train
DTXSID5046144,train,train
DTXSID0046145,test,train
DTXSID5046146,train,train
DTXSID0046147,test,train
DTXSID5046148,train,train
DTXSID9046150,test,val
DTXSID4046151,val,train
DTXSID9046152,train,train
DTXSID4046153,train,train
DTXSID9046154,test,train
DTXSID4046155,test,train
DTXSID9046156,test,val
DTXSID4046157,val,val
DTXSID9046158,val,train
DTXSID4046159,val,train
DTXSID3046160,train,train
DTXSID8046161,train,train
DTXSID3046162,train,train
DTXSID8046163,train,train
DTXSID3046164,test,train
DTXSID8046165,train,train
DTXSID3046166,test,train
DTXSID8046167,test,val
DTXSID3046168,test,train
DTXSID8046169,train,train
DTXSID7046170,train,train
DTXSID2046171,train,test
DTXSID7046172,test,test
DTXSID2046173,test,val
DTXSID7046174,train,train
DTXSID2046175,train,val
DTXSID7046176,train,val
DTXSID2046177,test,test
DTXSID7046178,train,train
DTXSID2046179,test,train
DTXSID1046180,train,train
DTXSID6046181,train,train
DTXSID1046182,train,train
DTXSID6046183,train,test
DTXSID1046184,val,train
DTXSID6046185,train,train
DTXSID1046186,val,train
DTXSID6046187,test,train
DTXSID1046188,val,train
DTXSID6046189,test,val
DTXSID5046190,train,train
DTXSID0046191,test,train
DTXSID5046192,train,val
DTXSID0046193,test,train
DTXSID5046194,test,val
DTXSID0046195,val,train
DTXSID5046196,train,train
DTXSID0046197,val,train
DTXSID5046198,train,train
DTXSID0046199,test,test
DTXSID2046200,train,val
DTXSID7046201,train,train
DTXSID2046202,test,train
DTXSID7046205,val,train
DTXSID2046206,val,train
DTXSID7046207,test,val
DTXSID2046208,test,train
DTXSID6046210,train,train
DTXSID1046211,train,train
DTXSID6046212,test,val
DTXSID1046213,val,train
DTXSID6046214,train,train
DTXSID1046215,train,train
DTXSID6046216,val,train
DTXSID1046217,val,train
DTXSID6046218,val,train
DTXSID0046220,test,train
DTXSID5046221,train,val
DTXSID0046222,test,train
DTXSID5046223,train,test
DTXSID0046224,train,train
DTXSID5046225,val,train
DTXSID0046226,train,val
DTXSID5046227,val,train
DTXSID0046228,train,train
DTXSID5046229,val,val
DTXSID4046230,test,val
DTXSID4046232,test,train
DTXSID9046233,train,train
DTXSID4046234,train,train
DTXSID9046235,train,val
DTXSID4046236,train,train
DTXSID9046237,val,val
DTXSID4046238,train,test
DTXSID9046239,val,train
DTXSID8046240,train,train
DTXSID3046241,train,train
DTXSID8046242,train,train
DTXSID3046243,train,train
DTXSID8046244,train,train
DTXSID3046245,train,train
DTXSID8046246,val,test
DTXSID3046247,train,train
DTXSID8046248,train,train
DTXSID3046249,val,val
DTXSID2046250,val,train
DTXSID7046251,train,train
DTXSID2046252,val,train
DTXSID7046253,train,test
DTXSID2046254,test,train
DTXSID7046255,test,train
DTXSID2046256,train,train
DTXSID7046257,val,train
DTXSID2046258,val,train
DTXSID7046259,test,train
DTXSID6046260,train,train
DTXSID1046261,train,test
DTXSID6046262,train,val
DTXSID1046263,train,train
DTXSID6046264,train,train
DTXSID1046265,train,train
DTXSID6046266,test,train
DTXSID1046267,val,test
DTXSID6046268,train,train
DTXSID1046269,test,train
DTXSID0046270,train,train
DTXSID5046271,val,train
DTXSID0046272,train,train
DTXSID5046273,val,train
DTXSID0046274,train,train
DTXSID5046275,train,train
DTXSID0046276,train,train
DTXSID5046277,val,train
DTXSID5046279,val,train
DTXSID4046280,test,train
DTXSID9046281,val,train
DTXSID4046282,test,test
DTXSID9046283,test,train
DTXSID4046284,train,train
DTXSID9046285,val,train
DTXSID4046286,train,train
DTXSID9046287,train,train
DTXSID4046288,val,train
DTXSID9046289,train,train
DTXSID3046291,train,train
DTXSID8046292,train,val
DTXSID8046294,train,train
DTXSID3046295,val,train
DTXSID8046296,val,train
DTXSID3046297,test,val
DTXSID8046298,val,train
DTXSID3046299,train,test
DTXSID5046300,train,train
DTXSID0046305,test,train
DTXSID5046306,train,train
DTXSID0046307,test,val
DTXSID5046308,train,train
DTXSID0046309,test,train
DTXSID9046310,train,train
DTXSID4046313,val,train
DTXSID4046315,test,train
DTXSID4046319,test,test
DTXSID3046320,train,test
DTXSID8046321,val,val
DTXSID3046322,val,test
DTXSID8046323,train,train
DTXSID3046324,train,test
DTXSID3046326,val,train
DTXSID8046327,train,train
DTXSID7046332,test,train
DTXSID6046341,train,train
DTXSID1046342,train,val
DTXSID6046343,train,val
DTXSID1046344,val,train
DTXSID6046345,train,train
DTXSID1046346,train,test
DTXSID6046347,train,train
DTXSID1046348,train,train
DTXSID6046349,train,train
DTXSID5046352,test,train
DTXSID0046353,train,val
DTXSID5046354,train,val
DTXSID5046356,test,val
DTXSID0046357,train,test
DTXSID5046358,val,test
DTXSID9046360,train,train
DTXSID4046361,test,train
DTXSID4046363,val,test
DTXSID2046383,train,train
DTXSID7046384,val,train
DTXSID2046385,train,train
DTXSID7046386,test,train
DTXSID7046388,val,train
DTXSID2046389,train,test
DTXSID1046390,train,train
DTXSID6046391,train,train
DTXSID1046392,train,train
DTXSID6046393,train,test
DTXSID1046394,test,test
DTXSID6046395,test,train
DTXSID1046396,test,train
DTXSID6046397,train,test
DTXSID1046398,train,train
DTXSID6046399,train,test
DTXSID8046400,train,train
DTXSID3046401,train,train
DTXSID8046402,train,train
DTXSID3046403,train,val
DTXSID8046404,train,train
DTXSID3046405,val,val
DTXSID8046406,train,train
DTXSID3046407,val,train
DTXSID3046409,test,train
DTXSID2046410,train,train
DTXSID7046411,train,train
DTXSID2046412,train,train
DTXSID7046413,val,train
DTXSID7046415,train,train
DTXSID7046417,train,train
DTXSID2046418,train,train
DTXSID7046419,train,train
DTXSID6046420,train,train
DTXSID6046422,train,train
DTXSID1046423,test,train
DTXSID6046424,train,train
DTXSID1046425,train,train
DTXSID6046426,val,train
DTXSID1046427,train,train
DTXSID6046428,val,train
DTXSID1046429,train,train
DTXSID0046430,val,train
DTXSID0046432,val,val
DTXSID5046433,train,train
DTXSID0046434,test,val
DTXSID5046435,val,test
DTXSID5046437,train,train
DTXSID0046438,test,train
DTXSID5046439,train,train
DTXSID4046440,train,test
DTXSID4046442,train,test
DTXSID9046443,test,train
DTXSID4046444,val,train
DTXSID9046445,train,train
DTXSID4046446,test,test
DTXSID4046448,val,train
DTXSID9046449,val,val
DTXSID8046450,test,train
DTXSID3046451,train,train
DTXSID8046452,test,val
DTXSID3046453,val,train
DTXSID8046454,test,train
DTXSID3046455,test,train
DTXSID8046456,test,train
DTXSID3046457,test,train
DTXSID8046458,train,test
DTXSID3046459,val,train
DTXSID2046460,train,val
DTXSID7046461,test,test
DTXSID2046462,train,test
DTXSID7046463,test,train
DTXSID2046464,train,train
DTXSID7046465,test,train
DTXSID7046467,val,val
DTXSID2046468,train,train
DTXSID6046470,val,train
DTXSID1046471,train,val
DTXSID6046472,test,train
DTXSID6046474,test,test
DTXSID1046475,test,train
DTXSID6046476,test,test
DTXSID6046478,test,train
DTXSID1046479,test,val
DTXSID0046480,test,train
DTXSID5046481,val,train
DTXSID0046482,val,train
DTXSID5046483,test,train
DTXSID0046484,test,train
DTXSID5046485,test,train
DTXSID0046486,val,test
DTXSID5046487,train,train
DTXSID0046488,test,train
DTXSID5046489,test,train
DTXSID4046490,train,val
DTXSID9046491,train,test
DTXSID4046492,val,train
DTXSID4046494,val,train
DTXSID9046495,test,train
DTXSID9046497,train,train
DTXSID4046498,train,test
DTXSID9046499,train,train
DTXSID1046500,val,train
DTXSID6046501,test,train
DTXSID1046502,val,train
DTXSID6046503,train,val
DTXSID1046504,test,train
DTXSID6046505,test,train
DTXSID1046506,val,train
DTXSID6046507,test,val
DTXSID1046508,test,test
DTXSID6046509,train,train
DTXSID5046510,train,train
DTXSID0046511,train,train
DTXSID5046512,train,train
DTXSID0046513,train,train
DTXSID5046516,train,val
DTXSID0046517,train,train
DTXSID5046518,train,val
DTXSID9046520,train,train
DTXSID4046521,train,train
DTXSID4046523,train,test
DTXSID9046524,train,train
DTXSID4046525,train,train
DTXSID9046526,train,val
DTXSID4046527,train,train
DTXSID4046529,train,test
DTXSID8046531,train,train
DTXSID3046532,train,train
DTXSID3046534,train,train
DTXSID8046535,train,test
DTXSID3046536,test,train
DTXSID2046541,val,train
DTXSID7046542,test,train
DTXSID2046543,train,test
DTXSID2046545,val,test
DTXSID7046548,train,test
DTXSID2046549,val,train
DTXSID1046550,val,val
DTXSID6046551,val,train
DTXSID1046552,val,train
DTXSID6046553,test,train
DTXSID6046555,val,train
DTXSID1046556,test,val
DTXSID6046557,val,test
DTXSID1046558,train,train
DTXSID5046560,train,train
DTXSID0046561,train,val
DTXSID0046563,test,test
DTXSID5046564,train,test
DTXSID0046565,train,train
DTXSID5046566,train,val
DTXSID0046567,train,train
DTXSID5046568,train,val
DTXSID0046569,train,train
DTXSID9046570,test,train
DTXSID4046571,train,val
DTXSID9046572,train,train
DTXSID4046573,train,val
DTXSID9046574,train,train
DTXSID9046576,test,train
DTXSID4046577,val,train
DTXSID9046578,val,val
DTXSID4046579,train,train
DTXSID3046580,train,train
DTXSID8046581,val,train
DTXSID3046584,val,train
DTXSID8046585,train,val
DTXSID3046586,train,train
DTXSID3046588,test,train
DTXSID8046589,test,train
DTXSID2046591,test,train
DTXSID7046592,train,test
DTXSID2046593,train,test
DTXSID7046594,train,test
DTXSID7046596,train,train
DTXSID2046597,train,test
DTXSID2046599,train,train
DTXSID4046600,val,train
DTXSID9046601,train,train
DTXSID4046602,train,train
DTXSID9046603,train,train
DTXSID4046604,test,train
DTXSID4046606,train,train
DTXSID9046607,train,train
DTXSID4046608,train,train
DTXSID9046609,train,train
DTXSID8046610,test,train
DTXSID3046613,train,train
DTXSID8046614,train,train
DTXSID3046615,test,train
DTXSID3046617,test,train
DTXSID8046618,train,test
DTXSID3046619,test,test
DTXSID7046621,val,train
DTXSID7046623,test,train
DTXSID2046624,train,train
DTXSID2046626,train,train
DTXSID7046627,val,train
DTXSID2046628,train,test
DTXSID6046630,test,test
DTXSID1046631,val,train
DTXSID1046633,train,train
DTXSID6046634,train,train
DTXSID6046636,train,train
DTXSID1046637,val,train
DTXSID6046638,val,train
DTXSID1046639,val,train
DTXSID0046640,test,train
DTXSID5046641,train,test
DTXSID0046642,train,train
DTXSID5046643,train,test
DTXSID0046644,train,train
DTXSID0046646,test,train
DTXSID5046647,train,test
DTXSID0046648,test,train
DTXSID5046649,val,test
DTXSID9046651,val,val
DTXSID4046652,test,val
DTXSID9046653,train,train
DTXSID4046654,val,train
DTXSID4046656,train,train
DTXSID9046657,train,train
DTXSID4046658,test,val
DTXSID9046659,test,train
DTXSID8046660,val,train
DTXSID8046662,train,train
DTXSID3046663,val,train
DTXSID8046664,test,train
DTXSID3046665,val,train
DTXSID2046670,val,train
DTXSID7046673,val,train
DTXSID2046674,train,train
DTXSID7046675,test,val
DTXSID7046677,test,train
DTXSID2046678,val,test
DTXSID1046681,val,train
DTXSID6046682,train,val
DTXSID1046683,val,test
DTXSID1046685,test,train
DTXSID6046686,test,test
DTXSID1046687,val,train
DTXSID1046689,train,train
DTXSID0046690,val,train
DTXSID5046691,val,train
DTXSID0046692,train,train
DTXSID5046693,val,val
DTXSID0046694,train,train
DTXSID5046695,test,train
DTXSID0046696,val,train
DTXSID5046697,val,train
DTXSID0046698,test,val
DTXSID5046699,train,train
DTXSID7046700,train,train
DTXSID2046701,train,test
DTXSID7046702,val,val
DTXSID2046703,val,test
DTXSID2046705,train,train
DTXSID7046706,train,test
DTXSID2046707,val,train
DTXSID7046708,train,train
DTXSID2046709,test,val
DTXSID1046710,train,train
DTXSID1046712,test,val
DTXSID6046713,train,val
DTXSID1046714,train,val
DTXSID6046715,train,train
DTXSID1046716,train,train
DTXSID6046719,test,val
DTXSID5046720,train,test
DTXSID0046721,test,val
DTXSID5046722,val,train
DTXSID0046723,test,train
DTXSID5046724,test,test
DTXSID0046725,test,train
DTXSID5046726,test,train
DTXSID0046727,train,test
DTXSID5046728,test,train
DTXSID0046729,train,train
DTXSID9046730,test,train
DTXSID9046732,train,train
DTXSID4046733,train,train
DTXSID9046734,val,train
DTXSID4046735,test,train
DTXSID9046736,val,train
DTXSID4046737,val,train
DTXSID9046738,val,val
DTXSID4046739,train,test
DTXSID3046740,val,train
DTXSID3046742,test,train
DTXSID8046743,test,train
DTXSID3046744,val,train
DTXSID3046748,test,train
DTXSID8046749,test,val
DTXSID2046751,train,train
DTXSID7046752,val,train
DTXSID7046754,test,train
DTXSID2046755,test,train
DTXSID7046756,train,train
DTXSID2046757,test,train
DTXSID7046758,train,train
DTXSID2046759,val,test
DTXSID1046760,train,train
DTXSID6046761,train,train
DTXSID6046763,train,train
DTXSID1046764,train,train
DTXSID6046765,val,train
DTXSID1046766,val,test
DTXSID6046767,train,train
DTXSID1046768,train,train
DTXSID5046770,test,train
DTXSID5046772,test,train
DTXSID0046773,train,train
DTXSID5046776,val,train
DTXSID0046777,val,train
DTXSID5046778,test,train
DTXSID0046779,val,train
DTXSID9046780,val,test
DTXSID9046782,val,test
DTXSID4046783,test,train
DTXSID9046784,train,train
DTXSID4046785,train,train
DTXSID9046786,val,train
DTXSID4046787,val,train
DTXSID9046788,val,train
DTXSID3046790,train,test
DTXSID8046791,train,train
DTXSID3046792,val,train
DTXSID8046793,test,train
DTXSID8046795,test,val
DTXSID3046796,train,train
DTXSID3046798,train,val
DTXSID8046799,val,test
DTXSID0046800,test,val
DTXSID5046801,test,test
DTXSID5046803,val,train
DTXSID0046804,test,train
DTXSID5046805,val,val
DTXSID0046806,train,train
DTXSID5046807,train,test
DTXSID0046808,test,train
DTXSID4046810,test,train
DTXSID4046812,val,train
DTXSID9046813,test,train
DTXSID4046814,test,train
DTXSID9046815,train,train
DTXSID4046816,train,train
DTXSID9046817,val,train
DTXSID4046818,train,train
DTXSID8046820,train,test
DTXSID3046821,train,train
DTXSID8046822,train,train
DTXSID3046823,train,train
DTXSID3046825,train,train
DTXSID3046827,val,train
DTXSID2046832,train,train
DTXSID7046833,train,test
DTXSID2046834,train,train
DTXSID7046835,test,train
DTXSID2046836,train,test
DTXSID7046837,train,val
DTXSID7046839,train,test
DTXSID1046841,train,val
DTXSID6046842,train,train
DTXSID1046843,val,val
DTXSID6046844,val,test
DTXSID1046845,val,train
DTXSID6046846,train,train
DTXSID1046847,test,train
DTXSID1046849,test,train
DTXSID0046850,train,train
DTXSID5046851,train,train
DTXSID0046852,val,train
DTXSID5046853,test,train
DTXSID5046855,test,test
DTXSID0046856,test,train
DTXSID5046857,train,train
DTXSID0046858,val,val
DTXSID5046859,val,train
DTXSID9046861,test,train
DTXSID4046862,val,val
DTXSID9046863,test,test
DTXSID4046864,test,train
DTXSID9046865,train,train
DTXSID4046866,val,train
DTXSID9046867,test,train
DTXSID4046868,train,train
DTXSID9046869,train,val
DTXSID8046870,test,train
DTXSID3046871,test,train
DTXSID8046872,train,train
DTXSID3046875,train,train
DTXSID8046876,test,train
DTXSID8046878,test,train
DTXSID3046879,val,train
DTXSID2046880,test,train
DTXSID7046881,val,train
DTXSID7046883,train,train
DTXSID7046885,train,train
DTXSID2046886,train,train
DTXSID2046888,train,train
DTXSID7046889,test,train
DTXSID6046890,train,val
DTXSID1046891,train,train
DTXSID6046892,val,test
DTXSID1046895,test,test
DTXSID6046898,train,val
DTXSID8046901,val,train
DTXSID3046902,train,train
DTXSID8046903,test,train
DTXSID3046904,train,train
DTXSID8046905,train,train
DTXSID3046906,train,test
DTXSID3046908,train,val
DTXSID8046909,test,val
DTXSID7046910,test,train
DTXSID2046911,test,train
DTXSID7046912,test,train
DTXSID2046913,test,train
DTXSID7046914,test,test
DTXSID2046915,val,train
DTXSID7046918,train,train
DTXSID2046919,test,train
DTXSID1046920,test,train
DTXSID6046921,train,train
DTXSID1046922,val,train
DTXSID6046923,test,train
DTXSID1046924,train,test
DTXSID6046925,val,train
DTXSID1046926,test,train
DTXSID9046942,train,val
DTXSID9046946,train,train
DTXSID4046949,train,train
DTXSID8046951,val,test
DTXSID7046966,train,train
DTXSID1046970,val,train
DTXSID1046974,train,val
DTXSID6046977,test,train
DTXSID6046979,test,test
DTXSID5046986,train,train
DTXSID4046991,train,train
DTXSID9046992,test,test
DTXSID9046994,train,test
DTXSID9046998,train,val
DTXSID4046999,train,train
DTXSID8047000,train,train
DTXSID3047001,train,test
DTXSID8047006,val,test
DTXSID6047028,train,train
DTXSID1047029,test,test
DTXSID5047031,test,train
DTXSID0047032,train,test
DTXSID5047033,test,train
DTXSID0047034,train,test
DTXSID5047035,train,val
DTXSID0047036,val,train
DTXSID5047037,val,train
DTXSID0047038,train,train
DTXSID5047039,train,val
DTXSID9047041,val,train
DTXSID4047042,train,train
DTXSID4047044,train,test
DTXSID9047045,val,val
DTXSID4047046,train,train
DTXSID8047050,val,train
DTXSID8047052,test,train
DTXSID3047053,train,train
DTXSID3047055,test,train
DTXSID8047056,train,train
DTXSID3047057,train,train
DTXSID8047058,train,train
DTXSID3047059,train,train
DTXSID2047060,train,val
DTXSID7047061,train,val
DTXSID2047062,train,val
DTXSID2047064,train,train
DTXSID7047065,train,train
DTXSID2047066,train,train
DTXSID7047067,train,train
DTXSID6047070,train,val
DTXSID1047071,train,train
DTXSID6047072,train,train
DTXSID6047074,train,train
DTXSID1047075,train,train
DTXSID0047080,train,train
DTXSID5047081,train,train
DTXSID0047082,train,train
DTXSID5047083,train,train
DTXSID0047084,val,val
DTXSID5047085,train,train
DTXSID0047086,train,train
DTXSID5047087,train,train
DTXSID0047088,train,train
DTXSID5047089,train,test
DTXSID4047090,train,train
DTXSID9047091,train,train
DTXSID4047092,val,train
DTXSID9047093,train,train
DTXSID4047094,train,val
DTXSID9047095,train,test
DTXSID4047098,train,test
DTXSID9047099,train,train
DTXSID6047101,train,test
DTXSID1047102,val,train
DTXSID6047103,train,train
DTXSID1047104,train,test
DTXSID6047105,train,train
DTXSID1047106,train,train
DTXSID6047107,train,train
DTXSID1047108,train,train
DTXSID6047109,train,train
DTXSID5047110,train,train
DTXSID0047111,train,test
DTXSID5047112,train,train
DTXSID0047113,val,train
DTXSID0047115,train,train
DTXSID5047116,train,train
DTXSID5047118,train,train
DTXSID9047120,train,val
DTXSID4047121,val,train
DTXSID4047123,train,train
DTXSID9047124,train,val
DTXSID4047125,train,train
DTXSID9047126,train,train
DTXSID4047127,train,train
DTXSID9047128,train,val
DTXSID4047129,train,train
DTXSID3047130,train,val
DTXSID8047131,train,train
DTXSID3047132,train,train
DTXSID8047133,test,train
DTXSID3047134,train,train
DTXSID8047135,train,train
DTXSID3047136,train,train
DTXSID8047137,train,train
DTXSID3047138,train,train
DTXSID8047139,test,train
DTXSID2047141,test,train
DTXSID7047142,train,train
DTXSID2047145,train,train
DTXSID7047146,train,test
DTXSID2047149,train,train
DTXSID1047150,train,val
DTXSID1047152,train,train
DTXSID1047156,test,test
DTXSID6047157,train,train
DTXSID1047158,train,train
DTXSID6047159,train,train
DTXSID5047160,train,test
DTXSID0047161,train,train
DTXSID5047162,train,train
DTXSID0047163,train,train
DTXSID5047164,train,train
DTXSID0047165,test,train
DTXSID5047166,train,train
DTXSID0047167,train,test
DTXSID5047168,val,val
DTXSID0047169,train,train
DTXSID9047174,train,test
DTXSID9047176,val,test
DTXSID4047177,train,train
DTXSID9047178,train,train
DTXSID3047182,train,train
DTXSID3047184,train,train
DTXSID8047185,train,train
DTXSID3047186,train,test
DTXSID8047187,train,train
DTXSID3047188,train,train
DTXSID8047189,train,train
DTXSID7047190,train,test
DTXSID2047191,train,test
DTXSID7047192,train,train
DTXSID2047193,train,train
DTXSID2047195,train,test
DTXSID7047196,val,train
DTXSID2047197,train,test
DTXSID7047198,train,train
DTXSID2047199,train,train
DTXSID4047200,train,train
DTXSID9047201,train,train
DTXSID4047202,train,train
DTXSID9047203,train,test
DTXSID5047241,test,val
DTXSID0047244,train,train
DTXSID0047246,test,train
DTXSID0047248,val,train
DTXSID5047249,test,train
DTXSID9047251,test,test
DTXSID4047252,test,train
DTXSID9047253,test,train
DTXSID4047254,test,train
DTXSID9047255,val,train
DTXSID9047257,test,test
DTXSID4047258,test,train
DTXSID9047259,test,train
DTXSID3047261,val,train
DTXSID8047262,test,test
DTXSID3047263,test,train
DTXSID8047264,test,train
DTXSID3047265,test,train
DTXSID8047266,test,val
DTXSID3047267,val,train
DTXSID8047268,val,test
DTXSID2047270,test,train
DTXSID7047271,test,train
DTXSID2047272,val,val
DTXSID2047274,val,train
DTXSID2047276,val,test
DTXSID7047277,val,train
DTXSID2047278,val,train
DTXSID7047279,val,train
DTXSID6047280,train,test
DTXSID1047281,val,train
DTXSID6047282,val,train
DTXSID1047283,test,train
DTXSID6047284,test,train
DTXSID1047285,val,test
DTXSID6047286,val,test
DTXSID1047287,test,train
DTXSID6047288,val,train
DTXSID1047289,test,train
DTXSID0047290,train,train
DTXSID5047291,val,test
DTXSID0047292,test,test
DTXSID0047294,test,test
DTXSID5047295,train,train
DTXSID0047296,test,train
DTXSID5047297,test,train
DTXSID5047299,val,train
DTXSID2047301,val,val
DTXSID2047303,val,val
DTXSID7047304,val,train
DTXSID2047305,test,val
DTXSID7047306,test,train
DTXSID2047307,test,val
DTXSID7047308,test,train
DTXSID2047309,test,train
DTXSID1047310,test,train
DTXSID6047311,val,train
DTXSID1047312,train,val
DTXSID6047313,test,train
DTXSID6047315,test,train
DTXSID1047316,test,train
DTXSID1047318,val,val
DTXSID6047319,val,train
DTXSID5047320,val,train
DTXSID5047322,test,train
DTXSID5047324,test,train
DTXSID0047325,val,val
DTXSID0047327,test,test
DTXSID5047328,val,train
DTXSID9047330,test,train
DTXSID4047331,test,test
DTXSID4047333,test,train
DTXSID9047334,test,train
DTXSID4047335,test,train
DTXSID4047337,test,val
DTXSID9047338,val,train
DTXSID4047339,test,train
DTXSID8047341,test,val
DTXSID3047342,test,test
DTXSID3047344,train,train
DTXSID3047346,test,val
DTXSID8047347,train,train
DTXSID3047348,test,train
DTXSID8047349,val,test
DTXSID2047351,test,val
DTXSID2047353,test,train
DTXSID2047355,test,train
DTXSID7047356,test,train
DTXSID2047357,val,val
DTXSID7047358,val,train
DTXSID2047359,test,val
DTXSID1047360,test,val
DTXSID1047362,test,train
DTXSID6047363,train,train
DTXSID1047366,test,train
DTXSID1047368,val,train
DTXSID6047369,val,train
DTXSID0047371,val,test
DTXSID5047372,val,test
DTXSID5047374,test,train
DTXSID0047375,test,test
DTXSID5047376,val,train
DTXSID0047377,test,train
DTXSID0047379,test,train
DTXSID4047381,test,train
DTXSID4047383,val,val
DTXSID4047385,test,val
DTXSID4047387,val,train
DTXSID4047389,test,test
DTXSID8047391,val,train
DTXSID8047399,val,train
DTXSID5047405,train,train
DTXSID0047406,test,val
DTXSID0047408,train,train
DTXSID4047410,train,train
DTXSID9047411,test,test
DTXSID4047412,train,val
DTXSID9047413,train,train
DTXSID4047414,train,val
DTXSID9047415,train,train
DTXSID4047416,train,train
DTXSID9047417,val,train
DTXSID4047418,train,train
DTXSID9047419,train,train
DTXSID8047420,train,train
DTXSID8047422,train,test
DTXSID3047423,train,train
DTXSID8047424,val,val
DTXSID3047425,train,train
DTXSID8047428,train,test
DTXSID7047433,val,train
DTXSID2047434,val,train
DTXSID7047435,train,test
DTXSID2047436,train,train
DTXSID7047437,train,train
DTXSID7047439,train,train
DTXSID6047440,train,test
DTXSID1047443,train,test
DTXSID6047444,train,train
DTXSID6047446,val,train
DTXSID1047447,train,train
DTXSID0047450,train,train
DTXSID5047451,train,val
DTXSID5047453,test,test
DTXSID0047456,val,train
DTXSID9047461,train,train
DTXSID4047462,val,train
DTXSID9047463,test,train
DTXSID4047464,train,train
DTXSID9047465,train,train
DTXSID4047466,train,train
DTXSID4047468,train,train
DTXSID9047469,train,train
DTXSID8047474,train,train
DTXSID8047476,val,train
DTXSID7047487,train,train
DTXSID6047490,train,train
DTXSID1047491,train,train
DTXSID1047493,train,val
DTXSID1047497,train,train
DTXSID6047498,test,test
DTXSID3047508,train,train
DTXSID7047510,train,train
DTXSID2047511,train,train
DTXSID7047518,test,train
DTXSID2047519,train,train
DTXSID1047524,train,train
DTXSID6047525,test,train
DTXSID1047528,train,test
DTXSID6047529,train,train
DTXSID0047533,train,train
DTXSID0047535,train,train
DTXSID0047537,train,test
DTXSID5047538,val,train
DTXSID0047539,test,train
DTXSID9047540,train,test
DTXSID9047542,test,test
DTXSID4047543,test,test
DTXSID4047545,train,train
DTXSID4047547,train,val
DTXSID9047548,train,val
DTXSID4047549,val,train
DTXSID8047551,val,val
DTXSID3047552,train,train
DTXSID8047553,train,val
DTXSID3047554,train,train
DTXSID3047556,train,train
DTXSID3047558,train,train
DTXSID8047559,train,train
DTXSID7047560,train,train
DTXSID7047562,train,train
DTXSID2047565,train,train
DTXSID2047567,train,test
DTXSID7047568,val,train
DTXSID2047569,train,train
DTXSID1047574,train,val
DTXSID1047576,test,test
DTXSID1047578,train,train
DTXSID6047579,train,train
DTXSID0047581,train,train
DTXSID5047582,train,train
DTXSID5047584,train,train
DTXSID0047585,train,train
DTXSID0047587,train,train
DTXSID0047589,test,train
DTXSID9047590,train,train
DTXSID4047591,train,train
DTXSID9047592,train,val
DTXSID9047594,train,train
DTXSID9047598,train,train
DTXSID4047599,train,test
DTXSID1047601,train,train
DTXSID1047603,train,train
DTXSID6047604,train,val
DTXSID1047605,val,train
DTXSID6047606,train,train
DTXSID6047608,train,train
DTXSID1047609,train,train
DTXSID0047610,train,train
DTXSID5047611,train,test
DTXSID0047614,train,train
DTXSID5047617,train,train
DTXSID0047618,train,val
DTXSID4047622,val,train
DTXSID9047623,train,train
DTXSID4047624,train,train
DTXSID4047628,test,train
DTXSID9047629,train,train
DTXSID3047631,train,train
DTXSID3047633,train,train
DTXSID8047636,train,val
DTXSID3047637,train,train
DTXSID3047639,train,val
DTXSID7047641,train,train
DTXSID2047642,train,train
DTXSID7047643,train,train
DTXSID2047644,val,train
DTXSID7047645,train,train
DTXSID2047646,train,train
DTXSID7047647,test,train
DTXSID2047648,train,test
DTXSID7047649,train,val
DTXSID1047651,train,train
DTXSID6047654,train,train
DTXSID1047655,train,train
DTXSID6047656,train,test
DTXSID1047659,train,test
DTXSID0047660,val,train
DTXSID5047661,train,train
DTXSID0047662,train,val
DTXSID5047663,test,val
DTXSID5047665,train,train
DTXSID5047667,train,train
DTXSID4047670,train,test
DTXSID4047672,train,val
DTXSID9047673,test,train
DTXSID4047674,train,train
DTXSID9047675,val,train
DTXSID9047677,test,train
DTXSID4047678,test,train
DTXSID9047679,train,train
DTXSID8047680,train,train
DTXSID3047681,train,val
DTXSID8047682,train,train
DTXSID3047683,val,train
DTXSID8047684,train,train
DTXSID8047686,test,train
DTXSID7047697,val,train
DTXSID9047700,train,val
DTXSID9047702,train,test
DTXSID4047703,test,train
DTXSID9047704,train,train
DTXSID4047705,test,train
DTXSID9047706,val,val
DTXSID8047713,train,train
DTXSID3047716,val,test
DTXSID8047717,train,train
DTXSID2047723,val,train
